region,date,C.36*,alpha,beta,delta,gamma,others,sequences,cases
1,2020-11-30,0,1,0,0,0,14,15,895
1,2020-12-01,0,0,0,0,0,1,1,740
1,2020-12-02,0,0,0,0,0,7,7,755
1,2020-12-03,0,0,0,0,0,14,14,754
1,2020-12-04,0,0,0,0,0,5,5,699
1,2020-12-05,0,0,0,0,0,1,1,449
1,2020-12-06,0,0,0,0,0,1,1,336
1,2020-12-07,0,0,0,0,0,20,20,864
1,2020-12-08,0,0,0,0,0,7,7,616
1,2020-12-09,0,0,0,0,0,13,13,708
1,2020-12-10,0,0,0,0,0,2,2,607
1,2020-12-11,0,0,0,0,0,7,7,596
1,2020-12-12,0,2,0,0,0,5,7,414
1,2020-12-13,0,0,0,0,0,8,8,325
1,2020-12-14,0,0,0,0,0,10,10,718
1,2020-12-15,0,0,0,0,0,7,7,669
1,2020-12-16,0,1,0,0,0,10,11,600
1,2020-12-17,0,1,0,0,0,10,11,529
1,2020-12-18,0,0,0,0,0,9,9,574
1,2020-12-19,0,0,0,0,0,4,4,369
1,2020-12-20,0,0,0,0,0,6,6,301
1,2020-12-21,0,1,0,0,0,2,3,696
1,2020-12-22,0,3,0,0,0,11,14,612
1,2020-12-23,0,0,0,0,0,6,6,599
1,2020-12-24,0,2,0,0,0,28,30,494
1,2020-12-25,0,1,0,0,0,14,15,231
1,2020-12-26,0,3,0,0,0,7,10,394
1,2020-12-27,0,2,0,0,0,23,25,398
1,2020-12-28,0,2,0,0,0,44,46,768
1,2020-12-29,0,3,1,0,0,27,31,716
1,2020-12-30,0,5,0,0,0,17,22,698
1,2020-12-31,0,3,0,0,0,26,29,556
1,2021-01-01,0,1,0,0,0,24,25,289
1,2021-01-02,0,2,0,0,0,29,31,550
1,2021-01-03,0,6,0,0,0,5,11,469
1,2021-01-04,0,6,1,0,0,26,33,917
1,2021-01-05,0,5,1,0,0,17,23,775
1,2021-01-06,0,10,0,0,0,21,31,714
1,2021-01-07,0,5,0,0,0,8,13,671
1,2021-01-08,0,5,0,0,0,25,30,591
1,2021-01-09,0,19,0,0,0,36,55,366
1,2021-01-10,0,13,1,0,0,40,54,283
1,2021-01-11,0,16,0,0,0,77,93,762
1,2021-01-12,0,11,0,0,0,34,45,541
1,2021-01-13,0,8,1,0,0,76,85,568
1,2021-01-14,0,8,1,0,0,62,71,527
1,2021-01-15,1,22,0,0,0,73,96,558
1,2021-01-16,0,12,0,0,0,45,57,368
1,2021-01-17,0,13,0,0,0,29,42,249
1,2021-01-18,0,27,0,0,0,101,128,672
1,2021-01-19,0,23,0,0,0,67,90,547
1,2021-01-20,0,21,1,0,0,100,122,598
1,2021-01-21,0,6,0,0,0,54,60,508
1,2021-01-22,0,13,1,0,0,27,41,508
1,2021-01-23,0,13,2,0,0,29,44,300
1,2021-01-24,0,17,2,0,0,33,52,233
1,2021-01-25,0,29,2,0,0,60,91,624
1,2021-01-26,0,34,0,0,0,42,76,470
1,2021-01-27,0,49,3,0,0,44,96,487
1,2021-01-28,0,35,5,0,0,28,68,533
1,2021-01-29,0,47,6,0,2,38,93,510
1,2021-01-30,0,38,2,0,2,30,72,325
1,2021-01-31,0,27,4,0,0,18,49,250
1,2021-02-01,0,31,2,0,0,24,57,573
1,2021-02-02,0,35,2,0,0,25,62,507
1,2021-02-03,0,34,2,0,1,12,49,571
1,2021-02-04,0,44,0,0,2,20,66,459
1,2021-02-05,0,68,1,0,0,29,98,482
1,2021-02-06,0,54,2,0,0,19,75,284
1,2021-02-07,0,15,0,0,0,11,26,210
1,2021-02-08,0,35,0,0,0,13,48,502
1,2021-02-09,0,48,1,0,0,14,63,427
1,2021-02-10,0,33,2,0,1,6,42,434
1,2021-02-11,0,48,6,0,1,16,71,406
1,2021-02-12,0,43,2,0,1,8,54,380
1,2021-02-13,0,49,6,0,0,13,68,275
1,2021-02-14,0,32,0,0,0,21,53,191
1,2021-02-15,0,49,0,0,0,9,58,426
1,2021-02-16,0,55,1,0,0,22,78,419
1,2021-02-17,0,38,1,0,0,13,52,386
1,2021-02-18,0,27,2,0,0,8,37,367
1,2021-02-19,0,34,0,0,0,7,41,388
1,2021-02-20,0,34,0,0,1,7,42,266
1,2021-02-21,0,62,0,0,0,11,73,225
1,2021-02-22,0,70,0,0,0,18,88,506
1,2021-02-23,0,67,2,0,1,10,80,439
1,2021-02-24,0,52,1,0,0,20,73,354
1,2021-02-25,0,45,2,0,1,12,60,385
1,2021-02-26,0,48,1,0,0,7,56,341
1,2021-02-27,0,43,0,0,0,14,57,257
1,2021-02-28,0,42,1,0,0,5,48,228
1,2021-03-01,0,53,1,0,0,8,62,477
1,2021-03-02,0,41,0,0,0,14,55,386
1,2021-03-03,0,45,0,0,0,10,55,336
1,2021-03-04,0,46,0,0,0,6,52,320
1,2021-03-05,0,54,0,0,0,7,61,423
1,2021-03-06,0,46,0,0,0,9,55,244
1,2021-03-07,0,43,0,0,0,5,48,177
1,2021-03-08,0,64,0,0,1,2,67,496
1,2021-03-09,0,48,0,0,1,8,57,385
1,2021-03-10,0,65,0,0,0,6,71,382
1,2021-03-11,0,48,0,0,0,5,53,418
1,2021-03-12,0,51,0,0,0,4,55,422
1,2021-03-13,0,54,3,0,2,4,63,268
1,2021-03-14,0,49,0,0,0,8,57,203
1,2021-03-15,0,63,0,0,0,3,66,478
1,2021-03-16,0,59,1,0,0,10,70,476
1,2021-03-17,0,66,1,0,1,5,73,535
1,2021-03-18,0,42,0,0,0,5,47,479
1,2021-03-19,0,46,1,0,1,3,51,482
1,2021-03-20,0,46,3,0,0,2,51,327
1,2021-03-21,0,39,1,0,0,2,42,248
1,2021-03-22,0,51,1,0,2,2,56,603
1,2021-03-23,0,56,1,0,0,8,65,523
1,2021-03-24,0,55,0,0,0,6,61,518
1,2021-03-25,0,63,0,0,0,5,68,633
1,2021-03-26,0,46,1,0,0,4,51,516
1,2021-03-27,0,66,0,0,0,5,71,349
1,2021-03-28,0,53,1,0,0,1,55,293
1,2021-03-29,0,56,1,0,0,7,64,681
1,2021-03-30,1,53,2,0,0,7,63,538
1,2021-03-31,0,64,3,0,0,1,68,537
1,2021-04-01,0,65,1,0,0,1,67,536
1,2021-04-02,0,42,1,0,0,1,44,355
1,2021-04-03,0,45,1,0,0,3,49,367
1,2021-04-04,0,75,0,0,0,5,80,296
1,2021-04-05,0,68,0,0,0,4,72,326
1,2021-04-06,0,54,0,0,0,7,61,666
1,2021-04-07,0,53,2,0,0,5,60,653
1,2021-04-08,0,53,1,0,0,6,60,635
1,2021-04-09,1,62,0,0,0,6,69,637
1,2021-04-10,1,83,1,0,0,5,90,486
1,2021-04-11,0,16,0,0,0,4,20,324
1,2021-04-12,0,72,0,0,0,7,79,724
1,2021-04-13,1,53,1,0,1,1,57,631
1,2021-04-14,0,77,1,0,0,6,84,650
1,2021-04-15,0,68,4,0,0,6,78,591
1,2021-04-16,0,60,0,0,0,0,60,538
1,2021-04-17,1,63,2,1,0,1,68,372
1,2021-04-18,0,36,0,0,0,0,36,276
1,2021-04-19,0,62,2,0,0,2,66,727
1,2021-04-20,0,54,1,1,0,7,63,590
1,2021-04-21,1,64,0,0,0,3,68,581
1,2021-04-22,3,66,0,1,0,7,77,546
1,2021-04-23,3,59,0,1,0,3,66,563
1,2021-04-24,0,68,1,0,2,4,75,398
1,2021-04-25,0,41,1,0,0,2,44,303
1,2021-04-26,1,57,0,1,1,3,63,587
1,2021-04-27,0,45,2,3,1,4,55,519
1,2021-04-28,0,62,0,2,0,4,68,507
1,2021-04-29,0,56,0,0,0,0,56,460
1,2021-04-30,0,57,0,2,0,7,66,484
1,2021-05-01,1,73,0,0,0,5,79,325
1,2021-05-02,0,50,0,0,0,6,56,219
1,2021-05-03,0,54,1,0,0,11,66,504
1,2021-05-04,1,58,0,0,0,1,60,456
1,2021-05-05,0,51,0,1,1,1,54,386
1,2021-05-06,4,33,0,0,0,3,40,455
1,2021-05-07,1,54,0,1,0,3,59,437
1,2021-05-08,0,64,0,2,0,3,69,293
1,2021-05-09,1,57,0,0,0,2,60,225
1,2021-05-10,6,58,0,0,0,0,64,455
1,2021-05-11,1,63,0,1,0,0,65,349
1,2021-05-12,4,46,1,1,0,2,54,382
1,2021-05-13,2,62,0,2,0,0,66,188
1,2021-05-14,1,56,0,2,0,1,60,290
1,2021-05-15,1,36,0,0,0,1,38,217
1,2021-05-16,0,54,0,0,0,0,54,177
1,2021-05-17,2,88,0,2,0,5,97,381
1,2021-05-18,0,50,0,1,0,5,56,309
1,2021-05-19,1,52,0,0,0,2,55,302
1,2021-05-20,1,39,0,0,1,2,43,251
1,2021-05-21,1,35,0,0,2,1,39,230
1,2021-05-22,2,28,2,1,0,3,36,150
1,2021-05-23,0,35,0,1,0,0,36,126
1,2021-05-24,0,41,0,0,0,3,44,152
1,2021-05-25,2,55,0,5,0,1,63,303
1,2021-05-26,3,49,0,4,1,2,59,257
1,2021-05-27,3,45,0,8,0,1,57,217
1,2021-05-28,0,23,1,2,0,1,27,174
1,2021-05-29,0,22,0,3,0,0,25,122
1,2021-05-30,0,34,0,1,0,2,37,99
1,2021-05-31,0,37,0,6,0,1,44,231
1,2021-06-01,0,10,0,3,0,0,13,144
1,2021-06-02,0,17,0,2,0,1,20,121
1,2021-06-03,0,18,0,0,0,0,18,116
1,2021-06-04,0,8,0,3,0,2,13,109
1,2021-06-05,0,9,0,2,0,1,12,72
1,2021-06-06,0,14,0,0,0,1,15,48
1,2021-06-07,0,20,0,10,0,2,32,111
1,2021-06-08,0,12,0,5,0,2,19,92
1,2021-06-09,2,16,0,1,2,0,21,83
1,2021-06-10,0,6,0,2,0,0,8,65
1,2021-06-11,0,10,0,4,0,0,14,73
1,2021-06-12,0,7,1,6,0,1,15,39
1,2021-06-13,0,7,0,6,0,1,14,29
1,2021-06-14,0,13,0,3,0,2,18,68
1,2021-06-15,0,4,0,2,0,1,7,40
1,2021-06-16,0,10,0,3,0,3,16,48
1,2021-06-17,0,6,0,4,0,1,11,34
1,2021-06-18,0,0,1,3,0,0,4,27
1,2021-06-19,0,2,0,4,0,0,6,19
1,2021-06-20,0,5,0,1,0,0,6,20
1,2021-06-21,0,2,0,0,0,2,4,38
1,2021-06-22,0,0,1,5,0,0,6,28
1,2021-06-23,0,1,0,2,0,0,3,19
1,2021-06-24,0,1,0,1,0,0,2,28
1,2021-06-25,0,3,0,0,0,0,3,14
1,2021-06-26,0,0,0,1,0,0,1,20
1,2021-06-27,0,0,0,0,0,0,0,19
1,2021-06-28,0,0,0,0,0,0,0,44
1,2021-06-29,0,0,0,0,0,0,0,22
1,2021-06-30,0,0,0,0,0,0,0,46
1,2021-07-01,0,0,0,0,0,0,0,50
1,2021-07-02,0,0,0,0,0,0,0,43
1,2021-07-03,0,0,0,0,0,0,0,30
1,2021-07-04,0,0,0,0,0,0,0,40
1,2021-07-05,0,0,0,0,0,0,0,74
1,2021-07-06,0,0,0,0,0,0,0,61
1,2021-07-07,0,0,0,0,0,0,0,69
1,2021-07-08,0,0,0,0,0,0,0,48
1,2021-07-09,0,0,0,0,0,0,0,0
2,2020-02-24,0,0,0,0,0,0,0,0
2,2020-02-25,0,0,0,0,0,0,0,0
2,2020-02-26,0,0,0,0,0,0,0,1
2,2020-02-27,0,0,0,0,0,0,0,1
2,2020-02-28,0,0,0,0,0,0,0,0
2,2020-02-29,0,0,0,0,0,1,1,3
2,2020-03-01,0,0,0,0,0,0,0,0
2,2020-03-02,0,0,0,0,0,0,0,4
2,2020-03-03,0,0,0,0,0,0,0,7
2,2020-03-04,0,0,0,0,0,1,1,13
2,2020-03-05,0,0,0,0,0,0,0,6
2,2020-03-06,0,0,0,0,0,0,0,10
2,2020-03-07,0,0,0,0,0,0,0,0
2,2020-03-08,0,0,0,0,0,1,1,8
2,2020-03-09,0,0,0,0,0,0,0,8
2,2020-03-10,0,0,0,0,0,1,1,20
2,2020-03-11,0,0,0,0,0,0,0,24
2,2020-03-12,0,0,0,0,0,4,4,34
2,2020-03-13,0,0,0,0,0,2,2,18
2,2020-03-14,0,0,0,0,0,1,1,33
2,2020-03-15,0,0,0,0,0,0,0,28
2,2020-03-16,0,0,0,0,0,6,6,95
2,2020-03-17,0,0,0,0,0,3,3,86
2,2020-03-18,0,0,0,0,0,4,4,96
2,2020-03-19,0,0,0,0,0,5,5,77
2,2020-03-20,0,0,0,0,0,3,3,107
2,2020-03-21,0,0,0,0,0,3,3,64
2,2020-03-22,0,0,0,0,0,6,6,62
2,2020-03-23,0,0,0,0,0,4,4,129
2,2020-03-24,0,0,0,0,0,2,2,102
2,2020-03-25,0,0,0,0,0,1,1,110
2,2020-03-26,0,0,0,0,0,3,3,101
2,2020-03-27,0,0,0,0,0,3,3,137
2,2020-03-28,0,0,0,0,0,0,0,56
2,2020-03-29,0,0,0,0,0,0,0,35
2,2020-03-30,0,0,0,0,0,0,0,119
2,2020-03-31,0,0,0,0,0,2,2,134
2,2020-04-01,0,0,0,0,0,9,9,96
2,2020-04-02,0,0,0,0,0,3,3,77
2,2020-04-03,0,0,0,0,0,1,1,112
2,2020-04-04,0,0,0,0,0,0,0,86
2,2020-04-05,0,0,0,0,0,0,0,36
2,2020-04-06,0,0,0,0,0,4,4,114
2,2020-04-07,0,0,0,0,0,15,15,85
2,2020-04-08,0,0,0,0,0,2,2,87
2,2020-04-09,0,0,0,0,0,3,3,51
2,2020-04-10,0,0,0,0,0,0,0,35
2,2020-04-11,0,0,0,0,0,2,2,39
2,2020-04-12,0,0,0,0,0,0,0,25
2,2020-04-13,0,0,0,0,0,0,0,32
2,2020-04-14,0,0,0,0,0,1,1,54
2,2020-04-15,0,0,0,0,0,2,2,52
2,2020-04-16,0,0,0,0,0,0,0,52
2,2020-04-17,0,0,0,0,0,3,3,39
2,2020-04-18,0,0,0,0,0,2,2,18
2,2020-04-19,0,0,0,0,0,0,0,17
2,2020-04-20,0,0,0,0,0,9,9,46
2,2020-04-21,0,0,0,0,0,0,0,29
2,2020-04-22,0,0,0,0,0,0,0,15
2,2020-04-23,0,0,0,0,0,1,1,28
2,2020-04-24,0,0,0,0,0,0,0,17
2,2020-04-25,0,0,0,0,0,0,0,11
2,2020-04-26,0,0,0,0,0,1,1,10
2,2020-04-27,0,0,0,0,0,6,6,32
2,2020-04-28,0,0,0,0,0,1,1,21
2,2020-04-29,0,0,0,0,0,1,1,25
2,2020-04-30,0,0,0,0,0,4,4,21
2,2020-05-01,0,0,0,0,0,7,7,17
2,2020-05-02,0,0,0,0,0,1,1,12
2,2020-05-03,0,0,0,0,0,0,0,4
2,2020-05-04,0,0,0,0,0,0,0,11
2,2020-05-05,0,0,0,0,0,1,1,9
2,2020-05-06,0,0,0,0,0,0,0,11
2,2020-05-07,0,0,0,0,0,0,0,13
2,2020-05-08,0,0,0,0,0,0,0,12
2,2020-05-09,0,0,0,0,0,0,0,12
2,2020-05-10,0,0,0,0,0,0,0,3
2,2020-05-11,0,0,0,0,0,0,0,7
2,2020-05-12,0,0,0,0,0,0,0,3
2,2020-05-13,0,0,0,0,0,1,1,6
2,2020-05-14,0,0,0,0,0,0,0,7
2,2020-05-15,0,0,0,0,0,1,1,4
2,2020-05-16,0,0,0,0,0,1,1,0
2,2020-05-17,0,0,0,0,0,0,0,0
2,2020-05-18,0,0,0,0,0,1,1,7
2,2020-05-19,0,0,0,0,0,1,1,6
2,2020-05-20,0,0,0,0,0,0,0,3
2,2020-05-21,1,0,0,0,0,0,1,6
2,2020-05-22,0,0,0,0,0,0,0,5
2,2020-05-23,0,0,0,0,0,0,0,0
2,2020-05-24,0,0,0,0,0,0,0,3
2,2020-05-25,0,0,0,0,0,0,0,1
2,2020-05-26,0,0,0,0,0,0,0,1
2,2020-05-27,0,0,0,0,0,2,2,4
2,2020-05-28,0,0,0,0,0,2,2,3
2,2020-05-29,0,0,0,0,0,0,0,2
2,2020-05-30,0,0,0,0,0,0,0,1
2,2020-05-31,0,0,0,0,0,0,0,2
2,2020-06-01,0,0,0,0,0,0,0,0
2,2020-06-02,0,0,0,0,0,0,0,3
2,2020-06-03,0,0,0,0,0,2,2,5
2,2020-06-04,0,0,0,0,0,1,1,5
2,2020-06-05,0,0,0,0,0,0,0,2
2,2020-06-06,0,0,0,0,0,0,0,2
2,2020-06-07,0,0,0,0,0,0,0,2
2,2020-06-08,0,0,0,0,0,1,1,5
2,2020-06-09,0,0,0,0,0,0,0,2
2,2020-06-10,0,0,0,0,0,1,1,6
2,2020-06-11,0,0,0,0,0,1,1,4
2,2020-06-12,0,0,0,0,0,0,0,5
2,2020-06-13,0,0,0,0,0,0,0,3
2,2020-06-14,0,0,0,0,0,0,0,0
2,2020-06-15,0,0,0,0,0,1,1,4
2,2020-06-16,0,0,0,0,0,0,0,1
2,2020-06-17,0,0,0,0,0,0,0,2
2,2020-06-18,0,0,0,0,0,0,0,0
2,2020-06-19,0,0,0,0,0,0,0,4
2,2020-06-20,0,0,0,0,0,0,0,9
2,2020-06-21,0,0,0,0,0,0,0,5
2,2020-06-22,0,0,0,0,0,0,0,11
2,2020-06-23,0,0,0,0,0,2,2,4
2,2020-06-24,0,0,0,0,0,0,0,8
2,2020-06-25,0,0,0,0,0,1,1,3
2,2020-06-26,0,0,0,0,0,1,1,14
2,2020-06-27,0,0,0,0,0,0,0,4
2,2020-06-28,0,0,0,0,0,0,0,2
2,2020-06-29,0,0,0,0,0,4,4,19
2,2020-06-30,0,0,0,0,0,0,0,17
2,2020-07-01,0,0,0,0,0,0,0,16
2,2020-07-02,0,0,0,0,0,0,0,12
2,2020-07-03,0,0,0,0,0,1,1,18
2,2020-07-04,0,0,0,0,0,3,3,4
2,2020-07-05,0,0,0,0,0,0,0,2
2,2020-07-06,0,0,0,0,0,1,1,12
2,2020-07-07,0,0,0,0,0,2,2,10
2,2020-07-08,0,0,0,0,0,3,3,9
2,2020-07-09,0,0,0,0,0,3,3,15
2,2020-07-10,0,0,0,0,0,2,2,16
2,2020-07-11,0,0,0,0,0,0,0,7
2,2020-07-12,0,0,0,0,0,0,0,4
2,2020-07-13,0,0,0,0,0,0,0,15
2,2020-07-14,0,0,0,0,0,5,5,13
2,2020-07-15,0,0,0,0,0,3,3,11
2,2020-07-16,0,0,0,0,0,1,1,12
2,2020-07-17,0,0,0,0,0,0,0,20
2,2020-07-18,0,0,0,0,0,0,0,11
2,2020-07-19,0,0,0,0,0,0,0,6
2,2020-07-20,0,0,0,0,0,3,3,11
2,2020-07-21,0,0,0,0,0,1,1,4
2,2020-07-22,0,0,0,0,0,4,4,6
2,2020-07-23,0,0,0,0,0,2,2,6
2,2020-07-24,0,0,0,0,0,1,1,14
2,2020-07-25,0,0,0,0,0,3,3,8
2,2020-07-26,0,0,0,0,0,1,1,4
2,2020-07-27,0,0,0,0,0,0,0,14
2,2020-07-28,0,0,0,0,0,5,5,12
2,2020-07-29,0,0,0,0,0,1,1,22
2,2020-07-30,0,0,0,0,0,0,0,20
2,2020-07-31,0,0,0,0,0,0,0,19
2,2020-08-01,0,0,0,0,0,0,0,7
2,2020-08-02,0,0,0,0,0,0,0,5
2,2020-08-03,0,0,0,0,0,0,0,21
2,2020-08-04,0,0,0,0,0,4,4,18
2,2020-08-05,0,0,0,0,0,2,2,18
2,2020-08-06,0,0,0,0,0,0,0,9
2,2020-08-07,0,0,0,0,0,0,0,12
2,2020-08-08,0,0,0,0,0,1,1,10
2,2020-08-09,0,0,0,0,0,0,0,10
2,2020-08-10,0,0,0,0,0,2,2,25
2,2020-08-11,0,0,0,0,0,2,2,31
2,2020-08-12,0,0,0,0,0,3,3,31
2,2020-08-13,0,0,0,0,0,4,4,20
2,2020-08-14,0,0,0,0,0,3,3,26
2,2020-08-15,0,0,0,0,0,0,0,11
2,2020-08-16,0,0,0,0,0,0,0,8
2,2020-08-17,0,0,0,0,0,3,3,30
2,2020-08-18,0,0,0,0,0,0,0,22
2,2020-08-19,0,0,0,0,0,5,5,40
2,2020-08-20,0,0,0,0,0,2,2,55
2,2020-08-21,0,0,0,0,0,1,1,42
2,2020-08-22,0,0,0,0,0,5,5,30
2,2020-08-23,0,0,0,0,0,0,0,24
2,2020-08-24,0,0,0,0,0,10,10,46
2,2020-08-25,0,0,0,0,0,8,8,38
2,2020-08-26,0,0,0,0,0,6,6,41
2,2020-08-27,0,0,0,0,0,6,6,38
2,2020-08-28,0,0,0,0,0,4,4,52
2,2020-08-29,0,0,0,0,0,3,3,20
2,2020-08-30,0,0,0,0,0,1,1,19
2,2020-08-31,0,0,0,0,0,4,4,43
2,2020-09-01,0,0,0,0,0,3,3,41
2,2020-09-02,0,0,0,0,0,8,8,88
2,2020-09-03,0,0,0,0,0,9,9,72
2,2020-09-04,0,0,0,0,0,0,0,67
2,2020-09-05,0,0,0,0,0,0,0,44
2,2020-09-06,0,0,0,0,0,0,0,26
2,2020-09-07,0,0,0,0,0,8,8,88
2,2020-09-08,0,0,0,0,0,5,5,59
2,2020-09-09,0,0,0,0,0,7,7,66
2,2020-09-10,0,0,0,0,0,10,10,75
2,2020-09-11,0,0,0,0,0,0,0,72
2,2020-09-12,0,0,0,0,0,0,0,40
2,2020-09-13,0,0,0,0,0,0,0,36
2,2020-09-14,0,0,0,0,0,0,0,91
2,2020-09-15,0,0,0,0,0,0,0,66
2,2020-09-16,0,0,0,0,0,0,0,85
2,2020-09-17,0,0,0,0,0,0,0,71
2,2020-09-18,0,0,0,0,0,0,0,85
2,2020-09-19,0,0,0,0,0,0,0,46
2,2020-09-20,0,0,0,0,0,0,0,34
2,2020-09-21,0,0,0,0,0,0,0,79
2,2020-09-22,0,0,0,0,0,0,0,50
2,2020-09-23,0,0,0,0,0,0,0,47
2,2020-09-24,0,0,0,0,0,0,0,61
2,2020-09-25,0,0,0,0,0,6,6,54
2,2020-09-26,0,0,0,0,0,1,1,39
2,2020-09-27,0,0,0,0,0,0,0,24
2,2020-09-28,1,0,0,0,0,0,1,72
2,2020-09-29,0,0,0,0,0,11,11,67
2,2020-09-30,0,0,0,0,0,21,21,92
2,2020-10-01,0,0,0,0,0,13,13,85
2,2020-10-02,0,0,0,0,0,0,0,107
2,2020-10-03,0,0,0,0,0,0,0,58
2,2020-10-04,0,0,0,0,0,1,1,53
2,2020-10-05,0,0,0,0,0,1,1,180
2,2020-10-06,0,0,0,0,0,0,0,169
2,2020-10-07,0,0,0,0,0,9,9,194
2,2020-10-08,0,0,0,0,0,27,27,242
2,2020-10-09,0,0,0,0,0,0,0,253
2,2020-10-10,0,0,0,0,0,6,6,199
2,2020-10-11,0,0,0,0,0,0,0,150
2,2020-10-12,0,0,0,0,0,8,8,479
2,2020-10-13,0,0,0,0,0,6,6,438
2,2020-10-14,0,0,0,0,0,21,21,495
2,2020-10-15,0,0,0,0,0,13,13,608
2,2020-10-16,0,0,0,0,0,1,1,610
2,2020-10-17,0,0,0,0,0,0,0,422
2,2020-10-18,0,0,0,0,0,0,0,354
2,2020-10-19,0,0,0,0,0,1,1,944
2,2020-10-20,0,0,0,0,0,1,1,1026
2,2020-10-21,0,0,0,0,0,1,1,1151
2,2020-10-22,0,0,0,0,0,0,0,1212
2,2020-10-23,0,0,0,0,0,23,23,1228
2,2020-10-24,0,0,0,0,0,2,2,863
2,2020-10-25,0,0,0,0,0,0,0,601
2,2020-10-26,0,0,0,0,0,12,12,1888
2,2020-10-27,0,0,0,0,0,2,2,1768
2,2020-10-28,0,0,0,0,0,13,13,1616
2,2020-10-29,0,0,0,0,0,1,1,1585
2,2020-10-30,0,0,0,0,0,37,37,1656
2,2020-10-31,0,0,0,0,0,9,9,915
2,2020-11-01,0,0,0,0,0,11,11,730
2,2020-11-02,0,0,0,0,0,39,39,2037
2,2020-11-03,0,0,0,0,0,20,20,1781
2,2020-11-04,0,0,0,0,0,26,26,1576
2,2020-11-05,0,0,0,0,0,0,0,1414
2,2020-11-06,0,0,0,0,0,23,23,1256
2,2020-11-07,0,0,0,0,0,70,70,824
2,2020-11-08,0,0,0,0,0,62,62,567
2,2020-11-09,0,4,0,0,0,77,81,1437
2,2020-11-10,0,1,0,0,0,42,43,1287
2,2020-11-11,0,0,0,0,0,15,15,1025
2,2020-11-12,0,3,1,0,0,57,61,979
2,2020-11-13,0,0,0,0,0,8,8,936
2,2020-11-14,0,0,0,0,0,1,1,562
2,2020-11-15,0,0,0,0,0,8,8,351
2,2020-11-16,0,0,0,0,0,14,14,985
2,2020-11-17,0,0,0,0,0,14,14,806
2,2020-11-18,0,0,0,0,0,5,5,710
2,2020-11-19,0,0,0,0,0,6,6,702
2,2020-11-20,0,0,0,0,0,13,13,617
2,2020-11-21,0,0,0,0,0,10,10,401
2,2020-11-22,0,0,0,0,0,1,1,294
2,2020-11-23,0,0,0,0,0,45,45,832
2,2020-11-24,0,0,0,0,0,5,5,627
2,2020-11-25,0,0,0,0,0,4,4,649
2,2020-11-26,0,0,0,0,0,15,15,587
2,2020-11-27,0,0,0,0,0,6,6,555
2,2020-11-28,0,0,0,0,0,11,11,351
2,2020-11-29,0,0,0,0,0,24,24,248
2,2020-11-30,0,0,0,0,0,44,44,732
2,2020-12-01,0,0,0,0,0,18,18,570
2,2020-12-02,0,0,0,0,0,55,55,627
2,2020-12-03,0,0,0,0,0,20,20,572
2,2020-12-04,0,0,0,0,0,1,1,669
2,2020-12-05,0,0,0,0,0,15,15,412
2,2020-12-06,0,0,0,0,0,21,21,317
2,2020-12-07,0,1,0,0,0,39,40,742
2,2020-12-08,0,0,0,0,0,18,18,711
2,2020-12-09,0,0,0,0,0,23,23,752
2,2020-12-10,0,0,0,0,0,2,2,636
2,2020-12-11,0,0,0,0,0,5,5,663
2,2020-12-12,0,0,0,0,0,18,18,436
2,2020-12-13,0,0,0,0,0,38,38,331
2,2020-12-14,0,0,0,0,0,74,74,890
2,2020-12-15,0,0,0,0,0,22,22,747
2,2020-12-16,0,0,0,0,0,44,44,692
2,2020-12-17,0,0,0,0,0,39,39,651
2,2020-12-18,0,0,0,0,0,32,32,581
2,2020-12-19,0,0,0,0,0,24,24,433
2,2020-12-20,0,0,0,0,0,31,31,302
2,2020-12-21,0,0,0,0,0,19,19,757
2,2020-12-22,0,0,0,0,0,18,18,642
2,2020-12-23,0,0,0,0,0,28,28,633
2,2020-12-24,0,1,0,0,0,33,34,420
2,2020-12-25,0,0,0,0,0,23,23,282
2,2020-12-26,0,2,0,0,0,27,29,340
2,2020-12-27,0,2,0,0,0,33,35,306
2,2020-12-28,0,2,0,0,0,40,42,673
2,2020-12-29,0,4,0,0,0,25,29,597
2,2020-12-30,0,5,0,0,0,25,30,586
2,2020-12-31,0,1,0,0,0,26,27,443
2,2021-01-01,0,1,0,0,0,31,32,218
2,2021-01-02,0,2,0,0,0,37,39,417
2,2021-01-03,0,5,0,0,0,30,35,332
2,2021-01-04,0,2,0,0,0,51,53,740
2,2021-01-05,0,19,0,0,0,60,79,587
2,2021-01-06,0,2,0,0,0,4,6,442
2,2021-01-07,1,5,0,0,0,28,34,470
2,2021-01-08,1,9,0,0,0,36,46,430
2,2021-01-09,1,19,0,0,0,46,66,298
2,2021-01-10,0,10,1,0,0,30,41,199
2,2021-01-11,0,10,0,0,0,50,60,442
2,2021-01-12,0,2,0,0,0,26,28,392
2,2021-01-13,0,4,0,0,0,18,22,376
2,2021-01-14,0,4,0,0,0,10,14,366
2,2021-01-15,0,5,0,0,0,33,38,314
2,2021-01-16,0,4,0,0,0,16,20,203
2,2021-01-17,0,2,0,0,0,19,21,163
2,2021-01-18,0,2,0,0,0,51,53,406
2,2021-01-19,1,15,0,0,0,35,51,324
2,2021-01-20,0,10,0,0,0,27,37,294
2,2021-01-21,0,10,0,0,0,43,53,311
2,2021-01-22,0,2,0,0,0,32,34,291
2,2021-01-23,0,1,0,0,0,6,7,159
2,2021-01-24,0,10,0,0,0,12,22,151
